timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784788125776,12058,Inside - HTTP Request,200,OK,AlotoMutual Group 4-17,text,true,,8649,149,20,100,http://altoro.testfire.net/index.jsp?content=inside.htm,8022,0,0
1784788109775,28152,Home Page - HTTP Request,200,OK,EasyCalculations Group 1-16,text,true,,48247,134,20,100,https://www.easycalculation.com/index.php,26404,0,15966
1784788109523,28432,Home Page - HTTP Request,200,OK,EasyCalculations Group 1-15,text,true,,48247,134,20,100,https://www.easycalculation.com/index.php,26691,0,16222
1784788130235,8112,Product 2 - HTTP Request,200,OK,DemoBlaze Group 5-13,text,true,,20674,131,20,100,https://demoblaze.com/prod.html?idp_=2,5124,0,0
1784788106794,31665,Documentations - WebDriver - HTTP Request,200,OK,Selenium Group 2-4,text,true,,77118,142,20,100,https://www.selenium.dev/documentation/webdriver/,20285,0,11121
1784788130542,7943,Product 2 - HTTP Request,200,OK,DemoBlaze Group 5-7,text,true,,20674,131,20,100,https://demoblaze.com/prod.html?idp_=2,4879,0,0
1784788131590,6933,Getting started - HTTP Request,200,OK,Selenium Group 2-15,text,true,,77812,158,20,100,https://www.selenium.dev/documentation/webdriver/getting_started/,4743,0,0
1784788131479,7217,Getting started - HTTP Request,200,OK,Selenium Group 2-16,text,true,,77812,158,20,100,https://www.selenium.dev/documentation/webdriver/getting_started/,4850,0,0
1784788131479,7624,Getting started - HTTP Request,200,OK,Selenium Group 2-14,text,true,,77812,158,20,100,https://www.selenium.dev/documentation/webdriver/getting_started/,4894,0,0
1784788126615,12534,Product 1 - HTTP Request,200,OK,DemoBlaze Group 5-18,text,true,,5278,131,20,100,https://demoblaze.com/prod.html?idp_=1,12379,0,8844
1784788135017,4192,Unit Conversion - HTTP Request,200,OK,EasyCalculations Group 1-9,text,true,,24254,150,20,100,https://www.easycalculation.com/unit-conversion/index.php,4192,0,0
1784788135005,4204,Unit Conversion - HTTP Request,200,OK,EasyCalculations Group 1-10,text,true,,24254,150,20,100,https://www.easycalculation.com/unit-conversion/index.php,4204,0,0
1784788135372,3947,Formulas - HTTP Request,200,OK,EasyCalculations Group 1-4,text,true,,23161,143,20,100,https://www.easycalculation.com/formulas/index.php,3852,0,0
